refseq,gene,exons,8N,8T,33N,33T,51N,51T,mapping_status
NM_001963,EGF,24,245,1,104,22,398,66,selected
NM_000961,PTGIS,10,187,11,136,34,3314,121,selected
NM_022664,ECM1,9,2710,175,6945,1172,2251,527,redundant_transcript
NM_006274,CCL19,4,196,3,35,49,271,38,selected
NM_021111,RECK,21,134,5,132,31,646,92,selected
NM_019000,FAM134B,7,145,12,277,61,1593,186,redundant_transcript
NM_001080954,PLAGL1,7,392,22,831,184,1040,183,redundant_transcript
NM_001080951,PLAGL1,8,391,21,854,189,1049,183,selected
NM_017650,PPP1R9A,16,99,13,85,3,275,39,selected
NM_015198,COBL,13,301,19,232,79,411,43,selected
NM_001100829,TMEM170B,3,98,13,150,33,655,79,selected
NM_005358,LMO7,30,1700,344,2412,545,5503,634,selected
NM_153225,RPESP,5,82,1,150,33,74,24,selected
NM_014945,ABLIM3,24,350,27,482,90,1676,243,selected
NM_005069,SIM2,11,754,33,717,162,341,167,selected
NM_153267,MAMDC2,14,147,9,987,73,511,119,selected
NR_022011,PAR-SN,1,125,4,1464,331,572,249,selected
NM_022783,DEPDC6,9,269,2,477,108,598,104,selected
NM_004363,CEACAM5,10,695,46,283,129,441,7,selected
NM_001128209,SGCD,8,455,30,647,36,4481,748,redundant_transcript
NR_001293,SNORD107,1,58,3,1408,288,381,178,selected
NM_001013661,VSIG8,7,397,26,128,87,468,18,selected
NM_002397,MEF2C,11,1110,75,2196,91,6797,1303,redundant_transcript
NM_182799,EGFLAM,12,70,33,63,9,357,52,redundant_transcript
NM_017655,GIPC2,6,73,3,80,24,107,15,selected
NM_016563,RASL12,5,121,25,98,22,578,56,selected
NM_018400,SCN3B,6,59,3,68,15,280,49,redundant_transcript
NM_001040151,SCN3B,7,59,3,68,15,273,48,selected
NM_001135823,SSPN,3,302,20,382,67,802,597,selected
NM_138711,PPARG,8,71,4,113,32,208,2,selected
NM_001085049,MRAS,6,195,28,233,42,1631,242,selected
NM_012219,MRAS,6,197,27,232,45,1644,244,redundant_transcript
NM_020427,SLURP1,3,817,56,317,110,863,10,selected
NM_000337,SGCD,9,455,31,657,37,4499,752,selected
NM_139165,RAET1E,4,184,12,143,30,142,22,selected
NM_015642,ZBTB20,10,214,10,211,49,789,236,selected
NM_020247,CABC1,15,712,105,539,126,2487,334,selected
NM_020802,KIAA1377,11,66,2,88,20,192,72,selected
NM_001033723,ZNF704,9,221,11,220,51,394,273,selected
NM_001002812,PDE4DIP,23,1997,140,1480,317,8175,1731,redundant_transcript
NM_012193,FZD4,2,596,68,466,110,3285,462,selected
NM_003102,SOD3,2,265,18,132,232,796,73,selected
NM_138712,PPARG,8,69,4,111,32,199,2,redundant_transcript
NM_000163,GHR,10,100,5,108,25,138,91,selected
NM_001093,ACACB,52,628,14,447,172,2228,338,selected
NM_006287,TFPI,8,250,46,215,47,1025,155,selected
NM_033512,TSPYL5,1,138,4,95,22,478,106,selected
NM_024636,STEAP4,5,652,18,370,88,2775,1321,selected
NM_130393,PTPRD,40,69,2,80,1335,404,61,redundant_transcript
NM_001040712,PTPRD,40,69,2,80,1335,404,61,redundant_transcript
NM_004425,ECM1,10,3001,219,7278,1413,2513,637,selected
NM_006682,FGL2,2,432,31,521,76,1018,294,selected
NM_032279,ATP13A4,30,445,69,456,111,463,1,selected
NM_002656,PLAGL1,6,299,20,698,170,825,145,redundant_transcript
NM_005086,SSPN,3,323,23,415,71,826,629,redundant_transcript
NM_020911,PLXNA4,32,122,5,91,47,632,97,selected
NM_001025109,CD34,8,576,122,589,67,2294,356,selected
NM_002475,MYL6B,8,257,40,348,43,1237,191,selected
NM_015869,PPARG,7,66,4,110,32,196,2,redundant_transcript
NM_054111,IHPK3,6,198,14,86,24,1589,131,selected
NM_015184,PLCL2,6,132,9,134,52,739,93,selected
NM_016260,IKZF2,8,1246,93,1629,348,1562,600,redundant_transcript
NM_152263,TPM3,10,2144,162,1574,268,3054,787,selected
NM_001080956,PLAGL1,6,297,20,664,164,801,144,redundant_transcript
NM_000700,ANXA1,13,34397,2605,46239,9950,26307,9141,selected
NM_021196,SLC4A5,26,42,62,59,14,74,10,redundant_transcript
NM_178034,PLA2G4D,20,269,194,186,46,626,96,selected
NM_001080955,PLAGL1,6,291,19,653,163,800,142,redundant_transcript
NM_015981,CAMK2A,19,221,16,219,20,499,175,selected
NM_152795,HIF3A,15,51,3,102,716,167,6,redundant_transcript
NM_152794,HIF3A,15,51,3,102,716,167,6,redundant_transcript
NM_022462,HIF3A,15,51,3,102,717,168,6,selected
NM_005037,PPARG,7,64,4,104,32,187,2,redundant_transcript
NM_001010846,SHE,6,157,25,102,25,927,82,selected
NM_198148,CPXM2,14,318,44,193,48,1218,177,selected
NR_003216,SNORD114-23,1,321,145,2745,593,1932,301,selected
NM_024913,C7orf58,23,160,0,153,164,563,88,selected
NM_001773,CD34,8,585,122,598,67,2343,367,redundant_transcript
NM_001290,LDB2,8,71,18,110,14,361,56,redundant_transcript
NM_139247,ADCY4,25,230,48,172,43,1247,191,selected
NM_013358,PADI1,16,712,1,1618,411,587,102,selected
NM_199160,LHX6,9,61,5,50,12,365,32,redundant_transcript
NM_014368,LHX6,10,61,5,50,12,368,32,selected
NM_171825,CAMK2A,18,219,16,219,20,499,175,redundant_transcript
NM_001079526,IKZF2,9,1239,95,1609,364,1530,595,selected
NM_002989,CCL21,4,179,13,72,18,1779,112,selected
NM_144670,A2ML1,36,11731,912,13308,3071,6944,1160,selected
NM_001014975,CFH,10,649,27,506,130,1293,370,redundant_transcript
NM_003943,STBD1,2,187,5,221,56,654,233,selected
NM_000906,NPR1,22,103,18,61,15,548,32,selected
NM_203339,CLU,9,1361,106,761,529,4775,239,redundant_transcript
NM_001831,CLU,9,1358,106,764,530,4799,239,selected
NM_001136037,LIMS2,10,88,44,108,27,552,81,selected
NM_001080425,BEX4,3,91,4,100,25,111,51,selected
NM_178033,CYP4X1,12,76,4,135,34,91,29,selected
NM_001040666,STEAP2,7,163,7,66,180,797,126,selected
NM_001013627,NHSL2,2,116,17,115,29,567,88,selected
NM_198485,TPRG1,6,219,116,261,67,237,35,selected
NM_000014,A2M,36,2242,261,2285,597,15121,1991,selected
NM_182798,EGFLAM,17,98,51,80,9,440,70,redundant_transcript
NM_181804,PKIG,5,110,7,91,43,794,127,redundant_transcript
NM_006561,CUGBP2,15,332,26,477,272,2296,363,redundant_transcript
NM_001083591,CUGBP2,15,330,26,480,260,2298,353,redundant_transcript
NM_001025076,CUGBP2,15,330,26,480,263,2285,356,selected
NM_002599,PDE2A,32,194,19,146,38,1047,123,selected
NM_032103,PPP1R12B,12,246,10,206,54,652,118,redundant_transcript
NM_001085437,C2orf54,5,1180,96,616,192,936,99,selected
NM_001130834,LDB2,9,73,18,115,14,382,61,selected
NM_015621,CCDC69,9,340,134,315,83,1635,239,selected
NM_017508,SOX6,15,158,0,221,58,203,179,redundant_transcript
NM_033326,SOX6,16,155,0,227,60,207,179,selected
NM_139284,LGI4,9,70,5,63,19,165,10,selected
NM_020809,ARHGAP20,16,187,15,380,74,234,61,selected
NM_024861,C2orf54,5,912,77,477,130,683,85,redundant_transcript
NM_006472,TXNIP,8,8366,717,3270,955,16350,2021,selected
NM_001127688,BEX4,2,84,4,96,25,106,50,redundant_transcript
NM_014935,PLEKHA6,23,240,20,237,38,303,56,selected
NM_138961,ESAM,7,205,62,290,54,1207,197,selected
NM_016952,CDON,20,156,14,536,84,511,83,selected
NM_014936,ENPP4,4,96,1,99,26,347,73,selected
NM_005012,ROR1,9,100,7,132,35,164,44,selected
NM_006095,ATP8A1,37,212,32,402,86,1127,186,selected
NM_030569,ITIH5,14,169,62,272,64,915,150,selected
NM_000587,C7,18,181,15,71,14,200,33,selected
NM_175060,CLEC14A,1,105,85,167,45,522,63,selected
NM_002942,ROBO2,26,154,13,423,102,129,134,selected
NM_001040665,STEAP2,6,409,36,160,419,1932,311,redundant_transcript
NM_198149,SHISA4,5,95,49,75,20,757,94,selected
NM_052970,HSPA12B,13,57,29,115,31,1032,120,selected
NM_001025077,CUGBP2,14,384,28,523,295,2531,419,redundant_transcript
NM_001010923,C6orf190,7,52,2,62,25,83,13,selected
NM_001034850,FAM134B,9,140,12,254,70,1473,173,selected
NM_001105529,ATP8A1,36,215,32,404,86,1117,186,redundant_transcript
NM_000681,ADRA2A,1,150,13,236,144,407,37,selected
NM_001134656,ZNF662,4,183,16,229,36,355,95,redundant_transcript
NM_002101,GYPC,4,85,7,103,43,439,42,selected
NM_020139,BDH2,10,60,1,124,34,202,132,selected
NM_019035,PCDH18,4,319,29,374,60,915,228,selected
NM_001100397,RAPGEF4,28,69,0,91,25,127,97,redundant_transcript
NM_015351,TTC9,3,730,68,1048,354,1251,142,selected
NM_031935,HMCN1,107,1132,106,1529,278,5463,1996,selected
NM_030913,SEMA6C,19,261,74,242,48,1646,277,selected
NM_024007,EBF1,16,180,80,251,71,972,134,selected
NM_207362,C2orf55,10,94,6,219,62,221,67,selected
NM_207404,ZNF662,5,177,16,225,36,343,95,selected
NM_005213,CSTA,3,2066,196,3892,707,1418,537,selected
NM_033254,BOC,20,827,42,1261,359,832,194,selected
NM_022823,FNDC4,7,56,3,125,35,145,39,selected
NM_000665,ACHE,5,153,34,170,12,559,94,selected
NM_173842,IL1RN,4,5259,2044,11257,3225,4525,769,selected
NM_016815,GYPC,3,82,7,94,42,418,41,redundant_transcript
NM_006988,ADAMTS1,9,2996,545,1094,316,3530,582,selected
NM_001003819,TRIM6-TRIM34,14,68,2,143,41,183,163,selected
NM_005630,SLCO2A1,14,402,84,451,118,1938,331,selected
NM_152542,PPM1K,7,183,17,146,42,464,208,selected
NM_182765,HECTD2,21,131,12,277,56,742,381,selected
NM_017831,RNF125,6,60,5,123,112,320,54,selected
NM_000459,TEK,23,140,13,95,14,807,138,selected
NM_000873,ICAM2,4,59,3,65,29,376,64,redundant_transcript
NM_000158,GBE1,16,538,38,737,626,2304,395,selected
NM_152999,STEAP2,5,423,41,156,428,2017,317,redundant_transcript
NM_018647,TNFRSF19,9,130,12,332,83,155,132,redundant_transcript
NM_001463,FRZB,6,79,7,277,15,130,30,selected
NM_009586,SIM2,10,564,30,501,147,271,125,redundant_transcript
NM_173681,ATG9B,17,817,81,1186,389,876,36,selected
NM_002585,PBX1,9,1009,100,874,137,1686,429,selected
NM_005767,P2RY5,2,551,49,732,215,612,344,selected
NM_052862,RCSD1,7,150,32,255,47,785,135,selected
NM_006169,NNMT,3,1137,114,576,200,7580,744,selected
NM_005822,RCAN2,4,312,31,222,21,628,199,selected
NM_004033,ANXA6,25,616,229,604,178,3783,612,redundant_transcript
NM_001155,ANXA6,26,616,229,604,178,3783,612,selected
NM_000129,F13A1,15,634,116,795,234,7791,743,selected
NM_198471,KANK3,11,70,18,70,20,566,40,selected
NR_002196,H19,5,6340,3684,11630,2646,31674,5512,selected
NM_001003679,LEPR,20,610,131,227,49,1509,263,selected
NM_024767,DLC1,6,106,10,126,33,391,73,redundant_transcript
NR_003317,SNORD116-2,2,152,15,1186,337,563,154,selected
NM_002404,MFAP4,6,391,40,307,97,1625,229,selected
NM_015678,NBEA,59,152,15,187,47,535,104,selected
NM_003944,SELENBP1,12,258,26,229,105,637,103,selected
NM_000609,CXCL12,4,448,46,502,156,5797,505,selected
NM_007038,ADAMTS5,8,129,35,93,27,1289,102,selected
NM_003793,CTSF,13,138,110,123,36,587,100,selected
NM_016315,GULP1,12,96,6,153,45,173,37,selected
NM_002303,LEPR,20,390,85,142,42,997,175,redundant_transcript
NM_006206,PDGFRA,23,1354,144,529,185,6963,889,selected
NM_000091,COL4A3,52,205,29,237,39,748,132,selected
NM_015831,ACHE,5,157,39,171,18,565,99,redundant_transcript
NM_017662,TRPM6,39,70,2,60,112,247,43,selected
NM_001083592,ROR1,7,64,6,98,22,99,37,redundant_transcript
NM_032587,CARD6,3,292,11,384,115,749,895,selected
NM_002615,SERPINF1,8,653,70,515,921,6852,744,selected
NM_020972,ZFYVE28,13,155,16,125,103,415,67,selected
NM_002006,FGF2,3,103,16,101,30,534,85,selected
NM_007023,RAPGEF4,31,67,1,91,27,123,119,selected
NR_003201,SNORD114-9,1,20,69,1234,199,1496,266,selected
NM_001099788,ICAM2,6,64,6,65,30,374,66,redundant_transcript
NM_001099789,ICAM2,5,63,6,65,30,374,66,redundant_transcript
NM_001136020,ICA1,14,54,5,85,13,104,18,selected
NM_004968,ICA1,14,54,5,85,13,125,28,redundant_transcript
NM_003265,TLR3,5,82,0,74,22,72,103,selected
NM_001013642,C1orf225,2,281,26,175,53,123,129,selected
NM_130386,COLEC12,10,92,69,180,55,1013,139,selected
NM_018667,SMPD3,9,140,204,90,27,73,12,selected
NM_057177,PARD3B,22,152,15,164,50,220,71,selected
NM_018487,TMEM176A,7,90,0,102,126,935,167,selected
NM_015568,PPP1R16B,11,202,22,117,69,965,173,selected
NM_033111,N4BP2L2,10,307,34,496,130,667,306,selected
NM_002483,CEACAM6,6,490,55,217,174,444,59,selected
NM_020859,SHROOM3,11,822,94,502,150,498,206,selected
NM_020962,NOPE,20,149,54,194,60,1098,160,selected
NM_003494,DYSF,55,550,179,576,180,8779,928,redundant_transcript
NM_001130978,DYSF,56,550,179,576,180,8785,933,selected
NM_033071,SYNE1,146,2355,225,1825,572,7967,1801,selected
NM_032563,LCE3D,2,325,336,3249,115,1181,213,selected
NM_001003680,LEPR,20,384,85,142,42,958,172,redundant_transcript
NM_001099787,ICAM2,5,63,6,65,30,376,67,redundant_transcript
NM_001099786,ICAM2,6,64,6,65,30,376,67,selected
NM_000633,BCL2,3,271,28,145,87,415,74,selected
NM_020796,SEMA6A,19,231,26,241,104,762,118,selected
NM_139057,ADAMTS17,22,110,12,135,86,788,53,selected
NR_003321,SNORD116-2,1,66,5,600,188,243,67,redundant_transcript
NM_001130976,DYSF,54,550,179,574,180,8756,926,redundant_transcript
NM_001130977,DYSF,55,550,179,574,180,8763,931,redundant_transcript
NM_001130984,DYSF,55,544,179,544,171,8649,914,redundant_transcript
NM_001130986,DYSF,54,544,179,544,171,8642,909,redundant_transcript
NM_001130983,DYSF,56,544,179,546,171,8671,916,redundant_transcript
NM_001130455,DYSF,55,544,179,546,171,8664,911,redundant_transcript
NM_001093772,KIT,21,116,12,148,46,403,104,redundant_transcript
NM_000222,KIT,21,116,12,148,46,403,104,selected
NM_019598,KLK12,7,422,63,367,115,667,21,selected
NM_020469,ABO,7,142,39,94,29,169,14,selected
NM_002207,ITGA9,28,133,15,112,25,623,116,selected
NM_182920,ADAMTS9,40,782,93,251,83,4211,347,selected
NM_199329,SLC43A3,14,585,69,457,480,2153,291,selected
NM_031362,COL4A3,51,201,29,233,39,725,131,redundant_transcript
NM_001098516,MUC20,4,279,44,119,34,202,36,redundant_transcript
NM_001001851,ITIH5,12,76,29,151,30,434,78,redundant_transcript
NM_000132,F8,26,173,20,104,51,664,97,selected
NM_003289,TPM2,9,1984,240,4388,399,11103,8878,selected
NM_004165,RRAD,5,1021,123,324,227,8622,628,redundant_transcript
NM_006344,CLEC10A,9,75,13,138,43,259,24,selected
NM_002481,PPP1R12B,24,2130,259,1633,446,5732,1364,redundant_transcript
NM_020647,JPH1,6,318,38,220,298,950,157,selected
NM_145693,LPIN1,20,981,304,2239,507,1978,362,selected
NM_177458,LYNX1,3,323,39,146,164,247,18,redundant_transcript
NM_001130979,DYSF,56,551,179,577,184,8796,928,redundant_transcript
NM_001164,APBB1,14,101,50,99,31,522,65,selected
NM_017637,BNC2,7,518,28,387,123,2480,492,selected
NM_052972,LRG1,2,257,20,62,74,308,56,selected
NM_001128850,RRAD,5,1024,126,325,227,8634,630,selected
NM_182909,FILIP1L,6,369,45,377,99,817,409,selected
NM_181805,PKIG,6,112,13,95,43,821,135,selected
NM_002223,ITPR2,57,1684,208,3793,771,3257,1394,selected
NM_015553,PIP3-E,12,104,12,154,37,139,41,redundant_transcript
NM_001130700,PIP3-E,12,104,12,154,37,139,43,redundant_transcript
NM_001130980,DYSF,55,551,179,575,184,8774,926,redundant_transcript
NM_001130981,DYSF,56,551,179,575,184,8781,931,redundant_transcript
NM_001130985,DYSF,55,545,179,545,175,8660,909,redundant_transcript
NM_001130987,DYSF,56,545,179,545,175,8667,914,redundant_transcript
NM_001130982,DYSF,56,545,179,547,175,8682,911,redundant_transcript
NM_205863,PARD3B,22,136,13,170,54,225,76,redundant_transcript
NM_031365,COL4A3,49,198,29,223,39,703,130,redundant_transcript
NM_001080512,BICC1,21,152,17,116,37,1120,208,selected
NM_133478,SLC4A5,31,52,69,80,16,96,17,selected
NM_002982,CCL2,3,353,7,317,145,333,61,selected
NM_054110,GALNTL2,10,143,17,67,33,2004,214,selected
NM_001042459,FILIP1L,5,376,46,393,118,906,446,redundant_transcript
NM_022131,CLSTN2,17,125,15,87,27,361,181,selected
NM_198098,AQP1,4,1777,227,944,220,4317,846,selected
NM_176819,CXorf36,5,287,36,204,79,1578,236,selected
NM_001130083,ABLIM2,21,489,62,197,143,2454,409,selected
NM_014960,ARSG,12,100,12,201,133,196,34,selected
NM_145689,APBB1,14,99,50,98,31,522,64,redundant_transcript
NM_182961,SYNE1,146,2372,225,1839,595,8040,1821,redundant_transcript
NM_012072,CD93,2,1587,356,909,293,10356,1148,selected
NM_032817,ITIH5,10,136,40,178,57,675,105,redundant_transcript
NM_004820,CYP7B1,6,271,32,343,110,603,417,selected
NR_003219,SNORD114-26,1,362,74,1728,444,1576,295,selected
NM_171997,USP2,12,200,25,210,24,633,133,redundant_transcript
NM_001130084,ABLIM2,20,470,60,194,142,2365,397,redundant_transcript
NM_031366,COL4A3,48,198,29,221,39,696,130,redundant_transcript
NM_000552,VWF,52,2874,718,2560,823,11508,2168,selected
NM_153840,GPR110,15,64,8,137,32,78,14,selected
NM_001098270,MGAT3,1,81,86,57,7,168,31,redundant_transcript
NM_002409,MGAT3,2,83,86,58,7,168,31,selected
NM_002218,ITIH4,24,194,60,396,72,2500,475,selected
NM_001130085,ABLIM2,18,464,60,194,142,2325,392,redundant_transcript
NM_001202,BMP4,4,113,14,67,7,141,69,selected
NM_032104,PPP1R12B,13,257,33,218,54,661,128,redundant_transcript
NM_032105,PPP1R12B,25,2141,282,1645,446,5741,1374,selected
NM_001078,VCAM1,9,225,29,210,46,221,73,selected
NM_001130086,ABLIM2,18,458,60,188,142,2309,388,redundant_transcript
NM_015065,EXPH5,6,939,124,1198,370,893,904,selected
NM_000410,HFE,6,52,2,121,39,192,124,selected
NM_139006,HFE,6,52,2,121,39,179,119,redundant_transcript
NM_153333,TCEAL8,3,103,5,216,70,266,314,selected
NM_001001668,ZNF470,6,78,3,54,17,140,73,selected
NM_024817,THSD4,17,2514,78,1835,1155,1888,361,selected
NM_020717,SHROOM4,9,295,64,462,121,1562,297,selected
NM_004240,TRIP10,14,1039,386,1796,585,1832,349,selected
NM_022003,FXYD6,8,103,13,56,54,370,61,selected
NM_001130087,ABLIM2,17,452,60,188,142,2269,384,redundant_transcript
NM_032432,ABLIM2,16,452,60,191,142,2282,386,redundant_transcript
NM_130850,BMP4,4,103,13,59,7,135,59,redundant_transcript
NM_130851,BMP4,4,103,13,60,8,134,59,redundant_transcript
NM_001079691,N4BP2L1,5,89,8,123,40,179,105,selected
NM_198234,RNASE1,3,235,31,184,356,1474,264,selected
NM_198235,RNASE1,3,235,31,184,356,1477,264,redundant_transcript
NM_005907,MAN1A1,13,434,58,566,165,1737,908,selected
NM_018326,GIMAP4,3,166,6,128,42,375,73,selected
NM_139004,HFE,5,51,2,113,37,163,116,redundant_transcript
NM_139003,HFE,5,51,2,113,37,150,111,redundant_transcript
NM_000149,FUT3,3,249,57,164,54,239,42,selected
NM_014722,FAM65B,23,67,42,110,36,1033,170,selected
NM_001006684,TCEAL8,2,102,5,213,70,265,312,redundant_transcript
NM_005654,NR2F1,3,190,15,123,81,223,42,selected
NM_152403,EGFLAM,22,98,51,83,18,498,95,selected
NM_012134,LMOD1,3,197,26,141,20,353,74,selected
NM_002933,RNASE1,2,232,31,183,356,1468,264,redundant_transcript
NM_002373,MAP1A,6,698,172,807,215,5902,1141,selected
NR_003234,SNORD113-6,1,317,49,5662,908,3825,740,selected
NM_021116,ADCY1,20,100,13,78,27,397,53,selected
NM_080682,VCAM1,8,207,28,187,45,197,68,redundant_transcript
NR_003080,SNORD112,1,443,137,4138,735,1701,330,selected
NM_015645,C1QTNF5,3,71,41,52,16,699,136,selected
NM_016580,PCDH12,4,55,16,82,26,827,161,selected
NM_006329,FBLN5,11,121,32,134,29,631,122,selected
NM_014890,FILIP1L,2,336,46,381,117,890,449,redundant_transcript
NM_021229,NTN4,10,258,27,256,86,594,169,selected
NM_015293,SYNE1,61,1176,145,1007,340,4424,1001,redundant_transcript
NM_002253,KDR,30,441,171,323,108,2572,477,selected
NM_004787,SLIT2,37,120,16,320,382,357,58,selected
NM_148957,TNFRSF19,10,370,51,967,264,410,432,selected
NR_024169,TLR4,2,191,10,173,133,1359,266,redundant_transcript
NR_024168,TLR4,4,198,10,183,138,1422,278,selected
NM_153366,SVEP1,48,963,25,344,193,2253,443,selected
NM_003215,TEC,18,117,25,141,45,172,33,selected
NM_198232,RNASE1,2,226,31,180,352,1458,265,redundant_transcript
NM_015595,SGEF,15,183,25,305,455,141,10,selected
NM_006108,SPON1,16,139,68,164,55,2352,428,selected
NM_004023,DMD,31,374,25,448,152,1782,453,redundant_transcript
NM_004020,DMD,32,374,25,450,152,1777,454,redundant_transcript
NM_052818,N4BP2L1,5,90,8,120,40,179,108,redundant_transcript
NR_003233,SNORD113-5,1,689,252,2406,818,5006,679,selected
NM_001012418,MYLK4,13,76,10,76,13,94,28,selected
NM_138554,TLR4,3,198,10,183,138,1393,274,redundant_transcript
NM_020893,KIAA1529,49,68,5,84,43,247,48,selected
NM_130391,PTPRD,42,75,10,97,1447,454,65,redundant_transcript
NM_130392,PTPRD,44,75,10,97,1447,454,65,redundant_transcript
NM_002839,PTPRD,45,75,10,97,1447,454,65,selected
NM_003062,SLIT3,36,248,35,332,139,1313,172,selected
NM_182906,CLEC10A,9,76,13,154,52,289,32,redundant_transcript
NM_001855,COL15A1,42,955,292,852,290,10352,1179,selected
NM_198455,SSPO,103,64,7,75,25,158,47,selected
NM_021005,NR2F2,4,330,47,322,208,1406,277,selected
NM_182826,SCARA3,6,109,15,85,58,282,25,redundant_transcript
NM_014942,ANKRD6,16,130,18,290,92,255,80,selected
NM_001104631,PDE4D,15,667,97,357,157,1900,290,selected
NM_001036,RYR3,104,176,25,685,63,365,1262,selected
NM_001079907,ZNF331,6,88,12,118,100,249,32,redundant_transcript
NR_003945,GVIN1,1,134,14,122,74,611,122,selected
NM_053016,PALM2,8,96,5,70,352,349,69,selected
NM_178844,NLRC3,20,118,16,125,85,527,105,selected
NM_004944,DNASE1L3,10,196,64,303,104,83,14,selected
NM_005795,CALCRL,15,246,18,454,156,1793,398,selected
NR_003530,MEG3,9,895,131,588,207,3211,240,selected
NM_018555,ZNF331,7,94,13,197,141,331,37,selected
NM_004013,DMD,36,381,25,473,164,1842,474,redundant_transcript
NR_003218,SNORD114-25,1,151,682,8450,1135,4274,864,selected
NM_001089,ABCA3,33,153,19,106,361,479,96,selected
NM_023926,ZSCAN18,7,222,15,228,136,510,102,selected
NM_018384,GIMAP5,3,241,35,126,44,600,94,selected
NM_004205,USP2,13,249,36,256,28,711,151,selected
NM_207446,FAM174B,3,64,9,84,17,329,66,selected
NM_005797,MPZL2,6,2646,344,2349,820,3313,2807,selected
NR_003531,MEG3,8,894,133,631,240,3429,288,redundant_transcript
NR_002766,MEG3,7,861,128,565,204,3089,239,redundant_transcript
NM_001387,DPYSL3,14,809,120,1375,1194,5419,1024,selected
NM_032229,SLITRK6,2,52,7,65,16,17,252,selected
NM_006366,CAP2,13,196,70,453,142,825,168,selected
NM_133180,EPS8L1,20,925,203,1155,399,913,186,selected
NM_004022,DMD,34,381,25,469,164,1836,473,redundant_transcript
NM_004021,DMD,35,381,25,469,164,1837,473,redundant_transcript
NM_198460,GBP6,11,9491,1120,14782,5212,6813,2314,selected
